Date	DoW M=1	Local Time	Country	State	City	Zip Code	Method of Payment	Vendor	Purchaser	Good or Service	Note/Comments	Exp'd?	Reimb?	Recur?	Traveling?	In Pers?	Debit	Credit
41920	3	0.78125			East Palo Alto		Barclay MasterCard	Ikea	Joint	Household Goods	Curtains for Bedroom	No	No	No		Yes	-54.49	
41920	3	0.75			Palo Alto		Barclay MasterCard	Carlos for Hair	CGPR	Hygiene	Haircut w/ Carlos	No	No	No		Yes	-65	
41920	3	0.489583333			Menlo Park		Barclay MasterCard	Menlo Park Beacon	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-30.01	
41920	3	0.46875			Redwood City		Barclay MasterCard	Target	Joint	Household Goods	Cleaning Supplies, Gifts	No	No	No		Yes	-75.62	
41920	3	0.4375			Online		Barclay MasterCard	American Giant	Joint	Clothing	Clothes	No	No	No		No	-128.31	
41920	3	0.166666667			Menlo Park		Barclay MasterCard	Menlo Florist	Joint	Gift	Gift for Jim Houle	No	No	No		Yes	-51.23	
41919	2	0.791666667			Online		Barclay MasterCard	Amazon	Joint	Movie	Captain America: The Winter Soldier	No	No	No		No	-5.99	
41919	2	0.770833333			Menlo Park		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-16.05	
41919	2	0.770833333			Menlo Park		Barclay MasterCard	Draeger's	Joint	Groceries	Groceries	No	No	No		Yes	-14.37	
41919	2	0.6875			Online		Barclay MasterCard	Barclay MasterCard	Joint	Point Redemption	Points Redeemed for Travel	No	No	No		No	0	25
41919	2	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-6.69	
41919	2	0.354166667			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
41919	2	0.333333333			Online		Bank of America Checking	Spotify	CGPR	Music Streaming	Monthly Music Streaming	No	No	Yes		No	-9.99	
41919	2	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
41919	2	0.291666667			Online		Bank of America Checking	Apple Financing	Joint	Credit Card Payment	Regular CC Payment	No	No	Yes		No	-175	175
41919	2	0.291666667			Online		Barclay MasterCard	FasTrack Account	Joint	Prepay	Automatic Refill	No	No	No		No	-25	25
41919	2	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 9.16-9.30	No	No	Yes		No	0	2120.99
41918	1	0.833333333			Online		Barclay MasterCard	Amazon	CGPR	Movie	Bridget Jones' Diary	No	No	No		No	-2.99	
41918	1	0.666666667			Online		Bank of America Checking	Anthony Dinh	Joint	Gift	Wedding Gift	No	No	No		No	-100	
41918	1	0.635416667			Online		Barclay MasterCard	Clipper Card - Nick	Joint	Prepay	Additional BART Fare	No	No	No		No	-8.5	8.5
41918	1	0.635416667			Online		Barclay MasterCard	Clipper Card - Cyn	CGPR	Prepay	Additional BART Fare	No	No	No		No	-1.25	1.25
41918	1	0.625			Online		Barclay MasterCard	Select A Spot	Joint	Parking	Airport Parking Millbrae, PDX 10/10-10/12	No	No	No		No	-6.5	
41918	1	0.520833333			Menlo Park		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-10.67	
41918	1	0.5			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-40.01	
41918	1	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-6.15	
41917	7	0.84375			Oakland		FasTrack Account	Bay Area FasTrack	Joint	Toll	Bay Bridge Toll	No	No	No		Yes	-5	
41917	7	0.458333333			Yosemite		Barclay MasterCard	Claim Jumper Outpost	Joint	Groceries	Snacks	No	No	No		Yes	-9.55	
41916	6	0.8125			Yosemite		Barclay MasterCard	Yosemite Village Market	Joint	Household Goods	Campfire Skewers	No	No	No		Yes	-8.53	
41916	6	0.354166667			Yosemite		Cash	National Park Service	Joint	Fee	Park Entry Fee	No	No	No		Yes	-20	
41916	6	0.239583333			Manteca		Barclay MasterCard	IHOP	Joint	Meal Out	Breakfast	No	No	No		Yes	-28	
41915	5	0.833333333			Menlo Park		Barclay MasterCard	Shell Station - Menlo Park	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-14.23	
41915	5	0.822916667			Menlo Park		Bank of America Checking	Cash	Joint	Cash Withdrawl	$20 for Park Fee	No	No	No		Yes	-20	20
41915	5	0.8125			Palo Alto		Barclay MasterCard	Pastis	Joint	Meal Out	Dinner Date	No	No	No		Yes	-88	
41915	5	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-6.69	
41915	5	0.34375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Regular CC Payment	No	No	No		No	-487.07	487.07
41915	5	0.322916667			Palo Alto		Barclay MasterCard	Mayfield Bakery	Joint	Coffee Out	Morning Coffee Date	No	No	No		Yes	-11	
41914	4	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-5.17	
41913	3	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-6.69	
41913	3	0.395833333			Online		Barclay MasterCard	Comcast	Joint	Cable	Monthly Cable Bill	No	No	Yes		No	-39.95	
41913	3	0.364583333			Stanford		Barclay MasterCard	Coupa Café	NPH	Coffee Out	Coffee w/ Kathryn Potts	No	No	No		Yes	-6.75	
41913	3	0.322916667			Menlo Park		Bank of America Checking	Classic Property Services	Joint	Rent	Monthly Rent	No	No	Yes		Yes	-1550	
41913	3	0.291666667			Online		Barclay MasterCard	ATT	Joint	Phone	Monthly Phone Bill	No	No	Yes		No	-197.12	
41913	3	0.291666667			Online		Barclay MasterCard	Birch Box	CGPR	Hygiene	Makeup Service	No	No	Yes		No	-10	
41912	2	0.760416667			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-10.27	
41912	2	0.583333333			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-38.09	
41912	2	0.541666667			Menlo Park		Barclay MasterCard	Menlo Park Beacon	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-33.32	
41912	2	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-5.17	
41912	2	0.333333333			Online		Barclay MasterCard	TIPS	CGPR	Professional Dues	TIPS Certification	Yes	No	Yes		No	-75	
41912	2	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Monthly Skype Charge	No	No	Yes		No	-5.49	
41911	1	0.729166667			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Basil	No	No	No		Yes	-1.99	
41911	1	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-5.17	
41911	1	0.4375			Morgan Hill		Barclay MasterCard	Peet's Coffee	CGPR	Gift	Chocolates for Kit, Scott	No	No	No		Yes	-10.07	
41911	1	0.375			Online		Bank of America Checking	Chase Visa	CGPR	Credit Card Payment	Regular CC Payment	No	No	Yes		No	-7.74	7.74
41911	1	0.34375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-500	500
41911	1	0.291666667			Online		Chase Visa	Privacy Assist	CGPR	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
41910	7	0.833333333			Mountain View		Barclay MasterCard	Terun	Joint	Meal Out	Dinner out with Tak & Perach	No	No	No		Yes	-58.57	
41910	7	0.708333333			Palo Alto		Cash	Stanford Aerobic Yoga	CGPR	Gym	Yoga Session w/ Yifan	No	No	No		Yes	-5	
41910	7	0.458333333			Online		Barclay MasterCard	RueLaLa	CGPR	Clothing	Clothes	No	No	No		No	-39.99	
41910	7	0.4375			Menlo Park		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-9.81	
41910	7	0.416666667			Menlo Park		Cash	Menlo Park Farmers' Market	Joint	Groceries	Fruits & Veggies	No	No	No		Yes	-24	
41909	6	0.770833333			Redwood City		Barclay MasterCard	Ka Ra Kade Thai	Joint	Meal Out	Dinner Date	No	No	No		Yes	-37	
41909	6	0.53125			Menlo Park		Barclay MasterCard	Stacks	CGPR	Meal Out	Brunch w/ Sasha	No	No	No		Yes	-16	
41908	5	0.770833333			Menlo Park		Barclay MasterCard	Draeger's	CGPR	Groceries	Heladito	No	No	No		Yes	-5.44	
41908	5	0.75			Menlo Park		Barclay MasterCard	Kepler's Books	CGPR	Book(s)	Book club books	No	No	No		Yes	-16.63	
41908	5	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-6.69	
41907	4	0.875			Online		Barclay MasterCard	Amazon	Joint	Movie	The Trip	No	No	No		No	-2.99	
41907	4	0.78125			Menlo Park		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-17.56	
41907	4	0.670138889			Palo Alto		Barclay MasterCard	Gelato Classico	Joint	Date	Ice Cream Out	No	No	No		Yes	-7.9	
41907	4	0.666666667			Palo Alto		Barclay MasterCard	The Aquarius Theatre	Joint	Movie	The Trip to Italy	No	No	No		Yes	-14	
41907	4	0.416666667			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-30.57	
41907	4	0.333333333			Online		Chase Visa	Chase Visa	CGPR	Fee	Refund of mistaken interest charge	No	No	No		No	0	0.08
41907	4	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Skype Top-up	No	No	No		No	-10	
41906	3	0.854166667			Palo Alto		Yifan Luo	Cash	CGPR	Meal Out	Cash toward dinner	No	No	No		Yes	0	20
41906	3	0.854166667			Palo Alto		Barclay MasterCard	Oren's Hummus	CGPR	Meal Out	Dinner w/ Yifan	No	No	No		Yes	-40	
41906	3	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-6.69	
41906	3	0.395833333			Online		Blake Parkinson	Bank of America Checking	NPH	Hotel	Cost Share	No	Yes	No		No	0	49
41905	2	0.770833333			Menlo Park		Barclay MasterCard	Koma	Joint	Meal Out	Dinner Date	No	No	No		Yes	-38	
41905	2	0.4375			Online		Barclay MasterCard	Barclay MasterCard	Joint	Point Redemption	Points Redeemed for Travel	No	No	No		No	0	25
41905	2	0.333333333			Stanford		Barclay MasterCard	Stanford Parking	NPH	Parking	Parking fee	No	No	No		Yes	-8.25	
41904	1	0.729166667			Menlo Park		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-22.33	
41904	1	0.708333333			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-35.01	
41904	1	0.5			Stanford		Marisol Magaña	Cash	NPH	Lunch	Cash for Burrito	No	Yes	No		No	0	6
41904	1	0.479166667			San Francisco		Barclay MasterCard	Newtree America	NPH	Coffee Out	Pre-interview coffee	No	No	No		Yes	-8	
41904	1	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 9.01-9.15	No	No	Yes		No	0	1562.08
41903	7	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
41902	6	0.916666667			Redwood City		Barclay MasterCard	Gourmet Haus Stadt	NPH	Meal Out	Beers w/ Colleagues	No	No	No		Yes	-30	
41902	6	0.541666667			Online		Barclay MasterCard	Apple	NPH	Game(s)	Company of Heroes	No	No	No		No	-19.99	
41902	6	0.333333333			Online		Ally Bank	Ally Bank Savings Account	Joint	Interest	Monthly Interest Deposit	No	No	No		No	0	7.46
41901	5	0.791666667			Menlo Park		Barclay MasterCard	Refuge	NPH	Meal Out	Beer & Food w/ Jason	No	No	No		Yes	-20	
41901	5	0.583333333			Distrito Federal		Barclay MasterCard	Museo Nacional de Antropologia	Joint	Gift	Gifts for Family	No	No	No		Yes	-31.8	
41900	4	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-5.17	
41899	3	0.760416667			Menlo Park		Barclay MasterCard	Safeway	NPH	Groceries	Groceries	No	No	No		Yes	-2.49	
41899	3	0.541666667			Online		Bank of America Checking	Ally Bank Savings Account	Joint	Transfer	Deposit Transfer	No	No	No		No	-2000	2000
41899	3	0.5			Palo Alto		Barclay MasterCard	La Morenita	NPH	Work Supplies	Lunch w/ Colleagues	Yes	No	No		Yes	-16	
41899	3	0.333333333			Online		iTunes	Chase Visa	CGPR	Webhosting	Partial Refund of Service Charge	No	No	No		No	0	7.16
41899	3	0.333333333			Online		Bank of America Checking	Progressive Auto Insurance	Joint	Auto Insurance	Monthly Auto Insurance Premium	No	No	Yes		No	-100.83	
41899	3	0.291666667			Online		Xercise Lab	Bank of America Checking	CGPR	Salary	Salary 9.10-9.12	No	No	Yes		No	0	1355.94
41898	2	0.75			Menlo Park		Barclay MasterCard	Trader Joe's	NPH	Groceries	Groceries	No	No	No		Yes	-17.53	
41898	2	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-2.94	
41898	2	0.34375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-1000	1000
41897	1	0.739583333			Menlo Park		Barclay MasterCard	Safeway	NPH	Groceries	Groceries	No	No	No		Yes	-19.85	
41897	1	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-6.69	
41896	7	0.791666667			Menlo Park		Barclay MasterCard	Safeway	NPH	Groceries	Appetizers for PerTak's	No	No	No		Yes	-11.16	
41896	7	0.666666667			Menlo Park		Barclay MasterCard	Menlo Park Beacon	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-35.13	
41896	7	0.333333333			Online		Hilary Hartman	Bank of America Checking	Joint	Phone	Cost Share	No	No	Yes		No	0	65
41896	7	0.010416667			SFO		Chase Visa	Pacific Gateway News	CGPR	Groceries	Chicles preflight	No	No	No		Yes	-1.99	
41895	6	0.916666667			San Francisco		Barclay MasterCard	Candybar	Joint	Meal Out	Dessert & Drinks w/ Chris	No	No	No		Yes	-35	
41895	6	0.822916667			San Francisco		Barclay MasterCard	Samovar	Joint	Coffee Out	Coffee Date	No	No	No		Yes	-16	
41895	6	0.805555556			San Francisco		Barclay MasterCard	Suppenküche	Joint	Meal Out	Dinner Date	No	No	No		Yes	-46	
41895	6	0.510416667			Menlo Park		Barclay MasterCard	BevMo	Joint	Groceries	Beer	No	No	No		Yes	-7.95	
41895	6	0.5			Menlo Park		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-12.07	
41895	6	0.458333333			Online		Barclay MasterCard	AeroMexico	CGPR	Airfare	SFO-MEX	No	No	No		No	-498.42	
41895	6	0.291666667			Online		Xercise Lab	Bank of America Checking	CGPR	Salary	Salary 8.25-9.9	No	No	Yes		No	0	2227.55
41894	5	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
41894	5	0.4375			Online		Barclay MasterCard	Barclay MasterCard	Joint	Point Redemption	Points Redeemed for Travel	No	No	No		No	0	25
41893	4	0.8125			Palo Alto		Barclay MasterCard	Jamba Juice	Joint	Coffee Out	Juice w/ Penni to talk about X-lab	No	No	No		Yes	-9.83	
41893	4	0.5			Palo Alto		Barclay MasterCard	Asian Box	CGPR	Lunch	Solo Lunch @ Asian Box	No	No	No		Yes	-8.16	
41893	4	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-4.13	
41893	4	0.34375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-1000	1000
41892	3	0.666666667			Menlo Park		Barclay MasterCard	Safeway	NPH	Groceries	Groceries	No	No	No		Yes	-14.41	
41892	3	0.666666667			Menlo Park		Barclay MasterCard	Safeway	NPH	Groceries	Groceries	No	No	No		Yes	-58.1	
41892	3	0.5			Palo Alto		Barclay MasterCard	Village Cheese House	CGPR	Lunch	Lunch w/ Colleagues	No	No	No		Yes	-13.27	
41892	3	0.395833333			San Francisco		Barclay MasterCard	Newtree America	NPH	Coffee Out	Purchase to get WiFi	No	No	No		Yes	-3.45	
41892	3	0.375			San Francisco		Barclay MasterCard	Coffee Bar	NPH	Meal Out	Breakfast pre-interview	No	No	No		Yes	-15.13	
41892	3	0.34375			Palo Alto		Barclay MasterCard	Douce France	CGPR	Coffee Out	Morning Coffee	No	No	No		Yes	-4.35	
41891	2	0.645833333			Palo Alto		Barclay MasterCard	CVS	CGPR	Groceries	Chicles	No	No	No		Yes	-2.5	
41891	2	0.46875			Palo Alto		Barclay MasterCard	Tava Indian Kitchen	Joint	Lunch	Lunch for Cyn, Nick, Jason	No	No	No		Yes	-33.17	
41891	2	0.4375			Online		Barclay MasterCard	Barclay MasterCard	Joint	Point Redemption	Points Redeemed for Travel	No	No	No		No	0	25
41891	2	0.395833333			Stanford		Philip Lotze	Cash	NPH	Hotel	Cost Share	No	Yes	No		Yes	0	80
41891	2	0.385416667			Online		LendingClub	Bank of America Checking	Joint	Transfer	Partial disinvestment	No	No	No		Yes	-200	200
41891	2	0.375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-500	500
41891	2	0.291666667			Online		Bank of America Checking	Apple Financing	Joint	Credit Card Payment	Regular CC Payment	No	No	Yes		No	-175	175
41891	2	0.291666667			Online		Bank of America Checking	PG&E	Joint	Utilities	Monthly Utility Payment	No	No	Yes		No	-18.83	
41890	1	0.833333333			Palo Alto		Barclay MasterCard	Garden Fresh	CGPR	Meal Out	Meal out w/ Colleagues	No	No	No		Yes	-52.35	
41890	1	0.791666667			Online		Barclay MasterCard	The Economist	NPH	Tuition/Education	GMAT Prep Registration Fee	No	No	No		No	-770	
41890	1	0.760416667			Menlo Park		Barclay MasterCard	Trader Joe's	NPH	Groceries	Groceries	No	No	No		Yes	-11.84	
41890	1	0.5			Palo Alto		Barclay MasterCard	Asian Box	CGPR	Lunch	Solo Lunch @ Asian Box	No	No	No		Yes	-8.16	
41890	1	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-5.17	
41890	1	0.46875			Palo Alto		Barclay MasterCard	Xercise Lab	CGPR	Clothing	Clothes	No	No	No		Yes	-20.39	
41890	1	0.395833333			Palo Alto		Barclay MasterCard	Douce France	CGPR	Coffee Out	Morning Coffee	No	No	No		Yes	-7	
41889	7	0.75			Online		Barclay MasterCard	Amazon	Joint	Household Goods	Hangers	No	No	No		No	-16.34	
41889	7	0.4375			Menlo Park		Cash	Menlo Park Farmers' Market	CGPR	Groceries	Fruits & Veggies	No	No	No		Yes	-23	
41889	7	0.416666667			Menlo Park		Bank of America Checking	Cash	CGPR	Cash Withdrawl	Cash for Farmers' Market	No	No	No		Yes	-20	20
41889	7	0.333333333			Online		Bank of America Checking	Spotify	CGPR	Music Streaming	Monthly Music Streaming	No	No	Yes		No	-9.99	
41888	6	0.75			Davenport		Barclay MasterCard	Arro's Country Market	NPH	Groceries	Groceries	No	No	No		Yes	-39.02	
41888	6	0.5			Palo Alto		Barclay MasterCard	Whole Foods	CGPR	Groceries	Groceries	No	No	No		Yes	-41.7	
41888	6	0.40625			Menlo Park		Barclay MasterCard	Safeway	NPH	Groceries	Groceries	No	No	No		Yes	-27.23	
41887	5	0.802083333			Redwood City		Barclay MasterCard	Five Guys	Joint	Meal Out	Dinner Date	No	No	No		Yes	-13.6	
41887	5	0.78125			Menlo Park		Barclay MasterCard	Walgreens	CGPR	OTC Meds	Chicles, Throat Lozenges	No	No	No		Yes	-6.75	
41887	5	0.770833333			Menlo Park		Barclay MasterCard	Safeway	NPH	Groceries	Groceries	No	No	No		Yes	-31.81	
41887	5	0.75			Menlo Park		Barclay MasterCard	Trader Joe's	NPH	Groceries	Groceries	No	No	No		Yes	-21.31	
41887	5	0.729166667			Menlo Park		Barclay MasterCard	Draeger's	NPH	Groceries	Groceries	No	No	No		Yes	-54.55	
41887	5	0.541666667			Online		Barclay MasterCard	RueLaLa	CGPR	Clothing	Clothes	No	No	No		No	-22.99	
41887	5	0.5			Palo Alto		Barclay MasterCard	Asian Box	CGPR	Lunch	Solo Lunch @ Asian Box	No	No	No		Yes	-8.16	
41887	5	0.46875			Stanford		Cash	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-2	
41887	5	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-5.17	
41887	5	0.416666667			Online		Bank of America Checking	Ally Bank Savings Account	Joint	Transfer	Deposit Transfer	No	No	No		No	-1000	1000
41887	5	0.395833333			Online		Barclay MasterCard	Virginia Board of Accountancy	NPH	Professional Dues	CPA Licensure Renewal	No	No	Yes		No	-60	
41887	5	0.354166667			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
41887	5	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
41887	5	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 8.16-8.31	No	No	Yes		No	0	1174.59
41886	4	0.760416667			Menlo Park		Barclay MasterCard	Café Borrone	CGPR	Meal Out	Catchup with Gloria	No	No	No		Yes	-20.04	
41886	4	0.625			Online		Stanford	Bank of America Checking	NPH	Reimbursement	STAP Reimbursement	No	Yes	No		No	0	155
41886	4	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-5.17	
41886	4	0.416666667			Stanford		Barclay MasterCard	Coupa Café	NPH	Coffee Out	Coffee w/ Serena	No	No	No		Yes	-6.35	
41886	4	0.322916667			Palo Alto		Barclay MasterCard	Douce France	Joint	Meal Out	Breakfast Date	No	No	No		Yes	-26.41	
41885	3	0.791666667			Menlo Park		Barclay MasterCard	Koma	Joint	Meal Out	Dinner Date	No	No	No		Yes	-32	
41885	3	0.520833333			Palo Alto		Barclay MasterCard	La Baguette	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-8.5	
41885	3	0.5			Palo Alto		Barclay MasterCard	Village Cheese House	NPH	Lunch	Lunch w/ Anthony	No	No	No		Yes	-24	
41885	3	0.375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-500	500
41884	2	0.760416667			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-6.28	
41884	2	0.75			Palo Alto		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-13.05	
41884	2	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-6.15	
41884	2	0.395833333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-262.07	262.07
41884	2	0.375			Menlo Park		Barclay MasterCard	Menlo Park Beacon	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-33.61	
41884	2	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Monthly Skype Charge	No	No	Yes		No	-5.49	
41883	1	0.833333333			Menlo Park		Barclay MasterCard	Mama Coco Concina Mexicana	Joint	Meal Out	Dinner Date	No	No	No		Yes	-41	
41883	1	0.666666667			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-16.53	
41883	1	0.604166667			Menlo Park		Barclay MasterCard	Rosewood Sand Hill	CGPR	Hygiene	Eyebrow Threading	No	No	No		Yes	-36	
41883	1	0.479166667			Online		Barclay MasterCard	Comcast	Joint	Cable	Monthly Cable Bill	No	No	Yes		No	-39.95	
41883	1	0.427083333			Menlo Park		Barclay MasterCard	Draeger's	Joint	Groceries	Groceries	No	No	No		Yes	-23.02	
41883	1	0.322916667			Menlo Park		Bank of America Checking	Classic Property Services	Joint	Rent	Monthly Rent	No	No	Yes		Yes	-1550	
41883	1	0.291666667			Online		Barclay MasterCard	ATT	Joint	Phone	Monthly Phone Bill	No	No	Yes		No	-197.12	
41883	1	0.291666667			Online		Barclay MasterCard	Birch Box	CGPR	Hygiene	Makeup Service	No	No	Yes		No	-10	
41883	1	0.291666667			Online		Barclay MasterCard	Xercise Lab	NPH	Gym	Monthly Gym Membership	No	No	Yes		No	-25	
41882	7	0.78125			Menlo Park		Barclay MasterCard	Safeway	Joint	Gift	Whiskey for Jeff for Tickets	No	No	No		Yes	-36	
41882	7	0.75			Menlo Park		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-29.85	
41882	7	0.625			Cupertino		Barclay MasterCard	Marukai Market	NPH	Gift	Soju for Anthony	No	No	No		Yes	-31.52	
41882	7	0.447916667			Palo Alto		Barclay MasterCard	Mayfield Bakery	CGPR	Coffee Out	Catchup with Sasha	No	No	No		Yes	-9	
41881	6	0.78125			Palo Alto		Barclay MasterCard	La Bodeguita del Medio	Joint	Meal Out	Dinner Date	No	No	No		Yes	-130	
41881	6	0.572916667			San Jose		Barclay MasterCard	San Jose Convention Center	Joint	Parking	Parking fee	No	No	No		Yes	-10	
41881	6	0.416666667			Online		Barclay MasterCard	LinkedIn	NPH	Fee	LinkedIn Premium Additional Fee	No	No	No		No	-33.37	
41881	6	0.291666667			Online		Xercise Lab	Bank of America Checking	CGPR	Salary	Salary 8.10-8.24	No	No	Yes		No	0	2227.55
41880	5	0.75			Menlo Park		Barclay MasterCard	Safeway	Joint	Groceries	Groceries	No	No	No		Yes	-44.12	
41880	5	0.5			Palo Alto		Barclay MasterCard	Asian Box	CGPR	Lunch	Solo Lunch @ Asian Box	No	No	No		Yes	-8.16	
41880	5	0.375			Online		Bank of America Checking	Chase Visa	CGPR	Credit Card Payment	Regular CC Payment	No	No	Yes		No	-12.99	12.99
41879	4	0.760416667			Menlo Park		Barclay MasterCard	Draeger's	Joint	Groceries	Groceries	No	No	No		Yes	-4	
41879	4	0.739583333			Palo Alto		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-6.33	
41879	4	0.645833333			Online		Barclay MasterCard	Amazon	NPH	Hygiene	Replacement Razors	No	No	No		No	-39.23	
41879	4	0.5			Palo Alto		Barclay MasterCard	Whole Foods	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-14.8	
41879	4	0.46875			Stanford		Barclay MasterCard	Bon Apetit	NPH	Lunch	Solo Lunch @ GSB	No	No	No		Yes	-5.17	
41879	4	0.4375			Online		Barclay MasterCard	Barclay MasterCard	Joint	Point Redemption	Points Redeemed for Travel	No	No	No		No	0	25
41879	4	0.375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-350	350
41879	4	0.291666667			Online		Chase Visa	Privacy Assist	CGPR	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
41878	3	0.916666667			Online		Barclay MasterCard	Apple	Joint	Clothing	Carrying Sleeves for Laptops	No	No	No		No	-8.9	
41878	3	0.625			Online		Bank of America Checking	Ally Bank Savings Account	Joint	Transfer	Deposit Transfer	No	No	No		No	-500	500
